aX,aY,aZ,gX,gY,gZ
0.97,0.172,0.084,0.488,0.305,1.709
0.959,0.152,0.089,1.221,0.061,-0.122
0.95,0.139,0.103,1.709,-0.244,-0.183
0.944,0.141,0.107,2.258,0,1.282
0.953,0.158,0.093,1.709,1.099,3.601
0.967,0.186,0.093,0.977,0.977,5.493
0.979,0.197,0.095,1.648,0.061,5.005
0.98,0.193,0.085,2.808,0.183,2.991
0.987,0.198,0.068,2.563,0.366,1.77
0.994,0.204,0.07,1.465,-0.366,1.16
0.99,0.202,0.075,-0.122,-1.099,0.244
0.989,0.193,0.09,-1.343,-2.014,-1.404
0.984,0.185,0.093,-0.732,-3.174,-3.052
0.98,0.174,0.084,0.061,-3.418,-4.517
0.964,0.157,0.089,0.244,-3.113,-5.066
0.959,0.146,0.097,-0.366,-2.991,-4.395
0.962,0.146,0.111,-0.854,-2.441,-3.174
0.969,0.15,0.109,-1.038,-1.77,-2.197
0.966,0.16,0.114,-1.099,-2.014,-1.526
0.964,0.155,0.13,-0.793,-2.075,-2.563
0.965,0.141,0.111,0.793,-0.671,-4.211
0.96,0.134,0.098,1.404,0,-4.333
0.961,0.135,0.098,1.221,0.122,-3.601
0.97,0.137,0.096,0.427,0.183,-2.686
0.979,0.14,0.104,-0.427,-0.305,-1.892
0.981,0.136,0.119,-0.671,-0.916,-1.648
0.97,0.126,0.122,-0.671,-0.122,-1.343
0.965,0.132,0.106,-0.549,1.831,-0.305
0.971,0.155,0.092,-0.61,2.808,0.854
0.974,0.169,0.083,-0.916,2.991,1.221
0.961,0.172,0.08,-1.038,2.686,0.061
0.95,0.16,0.079,0.122,1.648,-1.587
0.937,0.156,0.078,0.793,1.099,-2.258
0.938,0.164,0.069,0.854,1.221,-2.014
0.931,0.172,0.061,0.488,0.916,-1.77
0.924,0.168,0.058,0.366,-0.061,-1.892
0.923,0.161,0.065,0.122,-0.916,-1.77
0.93,0.168,0.066,-0.854,-1.343,-1.16
0.952,0.186,0.07,-0.916,-1.465,-0.854
0.961,0.174,0.086,0.854,-2.747,-2.136
0.971,0.156,0.108,1.648,-4.272,-3.784
0.973,0.152,0.115,2.319,-4.15,-3.845
0.968,0.153,0.096,2.258,-2.93,-3.601
0.964,0.15,0.085,2.136,-2.747,-3.418
0.969,0.146,0.092,1.648,-3.54,-2.869
0.971,0.138,0.113,1.099,-4.333,-2.38
0.97,0.129,0.118,0.671,-3.235,-1.892
0.97,0.132,0.11,0,-1.831,-1.038
0.969,0.139,0.101,0.122,-0.732,-0.183
0.967,0.135,0.101,0.366,-0.061,0.244
0.966,0.133,0.1,0.427,0.183,0.427
0.97,0.14,0.104,0.244,-0.244,1.038
0.974,0.145,0.109,-0.244,-0.061,1.465
0.973,0.147,0.105,-0.793,0.732,1.587
0.966,0.147,0.097,-1.404,1.953,1.831
0.965,0.151,0.084,-1.587,2.136,2.014
0.964,0.157,0.09,-1.77,1.221,2.075
0.959,0.157,0.101,-1.709,0,1.831
0.957,0.156,0.1,-0.732,-0.793,0.916
0.958,0.149,0.095,0.977,-0.854,-0.183
,,,,,
1.869,0.797,0.114,-20.508,-49.438,67.139
1.82,0.725,0.167,-18.127,-59.204,42.603
1.781,0.598,0.182,-9.705,-65.125,21.729
1.68,0.484,0.208,-0.366,-63.599,17.7
1.758,0.505,0.183,3.784,-55.176,26.733
1.845,0.562,0.173,7.446,-41.992,40.649
2.054,0.605,0.187,5.676,-28.503,48.523
2.127,0.745,0.112,1.465,-17.029,48.645
2.097,0.825,0,-0.549,-7.263,39.246
1.978,0.801,-0.079,-2.686,-4.15,18.372
1.722,0.684,-0.102,-6.836,-5.371,-2.686
1.565,0.598,-0.07,-12.39,-6.958,-18.372
1.365,0.486,0.022,-15.32,-9.766,-32.776
1.148,0.365,0.093,-15.259,-7.812,-48.279
0.935,0.214,0.128,-13.733,-0.793,-58.838
0.766,0.058,0.135,-9.216,7.08,-61.401
0.639,-0.055,0.146,-5.31,9.705,-56.763
0.598,-0.114,0.148,-2.747,9.338,-45.837
0.591,-0.091,0.131,-0.305,9.46,-31.494
0.625,-0.037,0.079,-0.122,11.719,-17.578
0.664,0.035,0.047,-0.854,10.925,-6.836
0.688,0.075,0.015,-0.793,8.362,-3.235
0.852,0.135,-0.049,0.977,4.15,-0.977
0.748,0.165,0.009,1.831,-4.333,-1.648
0.779,0.141,0.019,1.709,-6.104,-3.479
0.786,0.141,0.007,2.747,-2.075,-1.77
0.854,0.158,-0.018,3.662,2.808,3.418
0.933,0.186,-0.016,3.357,3.54,8.545
1.019,0.22,0.016,3.54,1.648,12.817
1.081,0.267,0.032,3.845,0.977,14.587
1.118,0.295,0.023,4.883,2.014,13.367
1.138,0.321,-0.002,5.31,3.601,10.559
1.16,0.35,-0.027,4.7,3.967,7.629
1.026,0.359,0.006,3.052,3.296,3.784
1.104,0.319,-0.048,1.282,8.484,0.305
1.085,0.348,-0.053,-0.549,11.23,-0.671
1.067,0.322,-0.045,-0.732,5.554,-3.845
1.014,0.29,-0.013,-1.404,1.16,-7.874
0.98,0.275,0.005,-2.319,0.977,-8.728
0.957,0.259,-0.005,-2.808,3.54,-8.85
0.934,0.249,-0.026,-2.991,4.517,-9.521
0.906,0.235,-0.039,-2.808,3.601,-9.644
0.883,0.222,-0.028,-2.441,0.427,-9.338
0.907,0.214,-0.015,-2.563,-1.282,-8.118
0.889,0.209,-0.008,-2.686,-1.526,-7.446
0.876,0.191,-0.007,-2.38,-0.977,-7.019
0.866,0.184,-0.029,-1.77,0.366,-5.493
0.867,0.178,-0.02,-1.221,1.038,-3.235
0.897,0.178,-0.011,-0.244,0.122,-1.526
0.937,0.191,-0.006,1.404,-1.038,-0.488
0.937,0.194,0.022,2.197,-2.441,-0.732
0.943,0.187,0.027,2.441,-1.526,-1.526
0.943,0.192,0.004,2.93,1.099,-1.709
0.934,0.184,-0.006,4.211,0.854,-1.953
0.928,0.174,0.009,5.432,-1.343,-1.831
0.942,0.196,0.019,5.493,-1.892,0.427
0.963,0.227,0.011,5.249,-0.61,2.869
0.987,0.236,-0.002,5.493,0.549,2.93
0.944,0.26,-0.009,6.104,0.061,2.014
0.997,0.249,-0.022,5.371,-0.793,0.61
0.987,0.257,0.017,4.517,-1.526,0.122
0.982,0.275,-0.002,3.784,1.404,0.427
0.968,0.256,-0.021,3.174,3.967,-2.075
0.955,0.241,-0.034,2.502,2.991,-2.991
0.95,0.239,-0.017,2.502,-0.183,-2.441
0.958,0.237,0,3.113,-2.197,-1.892
0.963,0.249,-0.004,3.662,-2.563,-1.77
0.958,0.253,-0.019,3.601,-2.014,-1.953
0.958,0.246,-0.026,3.479,-2.075,-2.625
0.96,0.244,-0.005,2.808,-3.479,-2.869
0.959,0.243,0.014,2.441,-3.601,-2.869
0.954,0.229,0.002,2.991,-1.709,-3.723
0.961,0.221,-0.02,2.93,-0.61,-3.967
0.961,0.222,-0.007,2.319,-1.953,-3.662
0.961,0.217,0.005,1.831,-2.991,-3.723
0.956,0.217,0.005,1.16,-2.563,-4.089
0.958,0.206,-0.001,0.916,-2.38,-4.639
0.958,0.203,0.001,0.427,-2.93,-4.15
0.961,0.207,0.006,-0.183,-3.174,-3.174
0.965,0.214,0.011,-0.366,-2.808,-2.563
0.958,0.21,0.006,-0.244,-1.709,-2.808
0.953,0.194,0.006,0.244,-1.221,-3.54
0.955,0.188,0.008,0.671,-1.831,-3.662
0.955,0.193,0.01,0.793,-2.319,-2.869
0.961,0.203,0.01,0.793,-2.563,-2.197
0.966,0.215,0.008,0.244,-2.014,-1.77
0.965,0.229,-0.004,-0.549,-0.61,-1.648
0.967,0.227,-0.008,-0.427,0.061,-1.709
0.975,0.232,0.005,-0.366,-0.366,-1.709
0.976,0.24,0.021,-1.038,0.977,-1.526
0.98,0.231,0.018,-0.977,4.395,-1.709
1.038,0.244,-0.022,-1.099,6.409,-2.38
1.018,0.239,-0.011,-0.366,1.648,-4.028
1.001,0.231,0.021,-0.732,-2.502,-5.92
0.984,0.225,0.03,-1.099,-1.831,-6.897
0.968,0.209,0.002,-0.244,0.977,-8.179
0.954,0.191,-0.007,-0.061,1.587,-8.728
0.946,0.195,-0.002,-1.038,0.305,-7.507
0.939,0.207,-0.004,-1.709,0.244,-6.348
0.935,0.203,-0.014,-1.343,0.61,-6.592
0.93,0.197,-0.014,-1.404,0.61,-6.897
0.938,0.192,-0.007,-0.916,-0.061,-6.714
0.943,0.197,-0.003,-1.282,-0.366,-6.348
0.937,0.18,0.002,-1.77,-0.244,-6.958
0.938,0.172,0.007,-3.052,-0.427,-7.751
0.946,0.179,0.016,-6.287,-0.122,-6.958
0.952,0.175,0.019,-9.46,1.526,-6.226
0.953,0.16,0.004,-9.766,3.479,-5.493
0.958,0.16,0,-7.69,2.93,-4.089
0.964,0.172,0.008,-7.812,1.038,-2.441
0.971,0.186,0.009,-9.521,1.16,-1.892
0.972,0.192,0.005,-11.78,2.869,-2.136
0.967,0.183,-0.007,-11.78,4.639,-2.502
0.962,0.177,-0.02,-9.033,5.066,-2.441
0.958,0.179,-0.01,-7.69,3.357,-1.892
0.963,0.185,-0.003,-7.629,1.709,-1.526
0.971,0.192,0.015,-8.118,1.526,-1.343
0.971,0.21,-0.003,-8.911,2.869,-1.77
0.97,0.219,-0.017,-11.719,4.761,-3.113
,,,,,
1.996,0.636,0.1,0.122,-41.26,62.805
2.113,0.713,0.059,-2.869,-32.715,62.317
2.207,0.768,0.042,-6.47,-25.635,54.199
2.259,0.788,0.062,-12.268,-20.935,39.551
2.198,0.745,0.078,-18.25,-17.395,17.944
2.008,0.664,0.114,-23.315,-16.296,-7.996
1.63,0.426,0.17,-24.597,-16.541,-36.499
1.424,0.239,0.238,-30.884,-13.306,-54.382
1.172,0.072,0.302,-36.438,-8.972,-62.988
0.98,-0.062,0.33,-34.729,-1.709,-67.322
0.833,-0.196,0.31,-28.381,5.005,-64.697
0.755,-0.211,0.289,-23.132,11.658,-52.673
0.694,-0.207,0.263,-19.409,15.93,-39.429
0.649,-0.187,0.189,-15.137,20.508,-29.175
0.625,-0.17,0.12,-11.414,21.729,-20.325
0.608,-0.132,0.052,-9.338,20.935,-13
0.778,-0.08,-0.038,-8.362,16.296,-5.615
0.694,-0.017,0.03,-4.7,2.441,-1.77
0.786,0.006,0.079,-1.404,-2.747,1.953
0.857,0.073,0.08,-0.305,4.15,7.812
0.928,0.115,0.025,2.93,11.475,11.353
0.991,0.153,-0.018,4.333,12.329,13.489
1.022,0.202,-0.008,4.456,7.385,15.991
1.093,0.251,0.045,3.662,3.418,18.433
1.154,0.283,0.06,4.089,4.333,17.761
1.182,0.302,0.027,5.066,6.531,13.794
1.122,0.317,0.015,4.944,5.31,8.85
1.053,0.299,0.029,3.052,6.348,5.31
1.122,0.345,-0.042,-0.854,13.611,4.883
1.103,0.352,-0.032,-2.808,10.681,1.465
1.084,0.33,-0.005,-4.7,4.089,-4.822
1.029,0.287,0.023,-4.761,0.061,-10.559
0.988,0.252,0.028,-5.615,1.038,-13.672
0.953,0.224,0.02,-6.836,3.296,-14.648
0.928,0.202,0.02,-8.728,4.822,-13.916
0.903,0.184,0.042,-10.62,5.127,-12.817
0.878,0.17,0.055,-12.817,5.798,-13.062
0.874,0.136,0.038,-13.306,7.935,-14.526
0.882,0.104,0.033,-10.071,9.827,-13.367
0.911,0.104,0.034,-9.338,9.644,-9.46
0.94,0.111,0.032,-7.874,8.911,-6.653
0.957,0.119,0.018,-6.042,7.019,-6.47
0.962,0.118,0.016,-4.944,4.211,-7.385
0.963,0.109,0.02,-4.883,2.319,-7.812
0.939,0.097,0.028,-5.005,2.319,-7.629
0.932,0.09,0.035,-5.493,3.052,-6.531
0.931,0.087,0.038,-5.554,3.906,-4.7
0.927,0.097,0.039,-5.066,4.211,-2.686
0.947,0.111,0.024,-4.089,4.517,-1.282
0.954,0.128,0.012,-2.075,3.174,-0.732
0.96,0.146,0.009,0.061,0.244,-0.61
0.953,0.157,0.019,1.831,-1.953,-0.732
0.988,0.168,0.024,2.686,-2.075,-0.427
0.913,0.162,-0.003,3.174,-1.526,-0.916
0.947,0.177,0.013,2.38,-1.221,-0.366
0.966,0.173,0,1.16,0.366,2.075
0.981,0.225,0.016,0.305,0.671,5.432
1.006,0.247,-0.011,-0.916,2.747,4.395
1.023,0.234,-0.024,-1.038,1.282,-0.183
1.01,0.234,-0.004,-1.465,-2.625,-2.93
0.986,0.192,0.01,-1.831,-4.15,-5.737
0.977,0.173,-0.005,-2.686,-2.625,-6.042
0.985,0.171,-0.005,-3.235,-2.258,-4.639
0.987,0.163,0.015,-3.906,-3.113,-3.235
0.982,0.155,0.03,-4.395,-2.502,-2.197
0.975,0.155,0.032,-4.272,-0.916,-1.648
0.978,0.159,0.031,-3.357,0.671,-1.465
1.039,0.16,-0.005,-2.563,1.892,-1.709
0.997,0.144,0.019,-2.563,-2.319,-3.235
0.984,0.133,0.049,-2.869,-6.287,-4.456
0.966,0.124,0.061,-2.625,-5.859,-4.761
0.958,0.122,0.044,-1.953,-3.174,-4.639
0.948,0.114,0.023,-1.221,-1.038,-4.333
0.937,0.109,0.019,-0.977,-1.16,-3.296
0.935,0.12,0.03,-0.732,-1.953,-1.648
0.957,0.135,0.051,-0.732,-2.014,0.305
0.967,0.153,0.042,-1.343,-0.183,0.671
0.963,0.149,0.021,-1.587,1.648,-0.61
0.962,0.151,0.004,-1.831,1.587,-1.282
0.975,0.163,0.001,-2.563,0.244,-0.916
0.985,0.174,0.015,-3.784,-0.977,-0.61
0.987,0.176,0.018,-4.333,-0.427,-0.732
0.982,0.174,0.006,-4.578,1.404,-1.343
0.978,0.166,0.002,-4.517,2.502,-1.526
0.98,0.163,0.014,-4.7,2.258,-1.038
0.988,0.162,0.017,-4.028,2.625,-0.305
1.01,0.17,-0.003,-3.784,2.502,-0.366
0.996,0.168,0.003,-3.967,-0.183,-1.465
0.985,0.165,0.028,-5.005,-1.648,-1.953
0.979,0.156,0.042,-5.615,-0.916,-2.319
0.972,0.145,0.028,-5.432,1.282,-3.296
0.959,0.133,0.013,-5.31,2.075,-4.211
0.959,0.14,0.006,-5.737,1.526,-4.028
0.975,0.155,0.006,-6.409,1.282,-3.174
0.976,0.157,0.008,-6.409,1.465,-3.54
0.967,0.146,0.005,-6.409,0.977,-4.7
0.958,0.131,0.004,-6.409,0.061,-5.127
0.95,0.125,0.013,-6.348,-0.549,-4.089
0.946,0.116,0.023,-5.676,-0.122,-2.686
0.963,0.11,0.024,-5.005,0.916,-1.648
0.968,0.113,0.02,-4.456,1.099,-0.916
0.972,0.124,0.02,-4.211,0.244,-0.122
0.977,0.127,0.029,-3.967,0,0.305
0.978,0.127,0.027,-3.357,0.793,0.305
0.975,0.134,0.014,-2.625,1.953,0.366
0.979,0.147,0.011,-2.258,2.197,0.793
0.977,0.147,0.015,-1.77,2.808,0.366
0.973,0.137,0.01,-1.526,3.418,-0.183
0.972,0.133,0.001,-1.465,3.357,-0.183
0.972,0.143,0.002,-1.77,2.258,0.488
0.977,0.148,0.015,-2.075,1.16,0.977
0.978,0.148,0.013,-1.465,1.587,0.671
0.973,0.141,-0.001,-1.038,2.747,0.061
0.974,0.143,-0.008,-1.099,2.075,0.244
0.975,0.155,0.006,-1.404,0.427,0.854
0.977,0.144,0.031,-1.77,-0.671,0.549
0.979,0.139,0.036,-1.831,0.732,-0.183
0.972,0.136,0.016,-1.77,3.174,-0.305
0.966,0.133,-0.003,-1.648,3.967,-0.488
,,,,,
1.967,0.588,-0.192,8.911,-22.766,38.879
1.996,0.549,-0.245,12.024,-17.029,26.367
2.009,0.549,-0.253,10.01,-16.113,19.531
1.984,0.533,-0.197,4.517,-19.897,11.963
1.896,0.52,-0.15,-0.183,-22.278,3.54
1.768,0.469,-0.109,-3.906,-23.56,-8.179
1.625,0.422,-0.041,-8.057,-25.452,-21.179
1.318,0.294,0.09,-10.681,-27.405,-35.278
1.202,0.163,0.12,-12.329,-22.461,-45.288
1.011,0.051,0.171,-11.902,-20.752,-49.561
0.872,-0.025,0.216,-9.827,-20.264,-49.988
0.749,-0.105,0.246,-7.568,-18.005,-47.363
0.698,-0.162,0.248,-5.92,-11.902,-41.016
0.688,-0.157,0.221,-5.92,-4.517,-30.701
0.839,-0.086,0.119,-5.31,-0.732,-22.095
0.749,-0.096,0.129,-1.526,-6.042,-20.447
0.802,-0.118,0.106,0.366,-4.7,-17.883
0.876,-0.104,0.091,-0.183,-0.977,-9.888
0.964,-0.074,0.065,0.549,2.625,-3.418
1.032,-0.042,0.026,2.625,4.7,0.977
1.078,0.003,-0.003,5.371,3.54,4.517
1.101,0.07,-0.009,6.042,1.526,7.263
1.106,0.106,-0.025,6.897,1.404,7.507
1.105,0.135,-0.02,7.141,1.648,6.165
1.068,0.162,0.021,6.409,1.099,5.127
1.016,0.143,0.043,5.981,4.395,4.517
1.067,0.188,-0.03,4.883,11.536,5.432
1.005,0.205,-0.046,5.249,7.69,4.15
0.986,0.205,-0.03,4.211,0.793,0.916
0.978,0.21,0.02,2.319,-2.502,-0.183
0.972,0.206,0.043,0.671,-1.221,-1.038
0.967,0.171,0.019,0.916,2.991,-2.991
0.964,0.145,0.004,1.282,4.395,-3.784
0.971,0.146,0.006,0.916,2.869,-1.953
1,0.151,0.019,-0.122,2.014,0.122
1.022,0.156,0.019,-1.16,2.38,0.61
1.011,0.159,0.019,-1.77,3.601,-0.854
0.977,0.131,-0.006,0.061,4.395,-3.601
0.943,0.112,-0.032,0.793,5.249,-5.127
0.921,0.104,-0.04,0.854,4.944,-3.906
0.916,0.103,-0.04,0.305,4.395,-1.953
0.922,0.108,-0.02,-0.122,3.052,-0.122
0.916,0.11,-0.002,0.427,2.502,1.038
0.991,0.132,-0.018,1.526,3.601,1.404
0.979,0.11,-0.033,1.648,2.686,-0.122
0.982,0.116,0.006,1.221,0.244,-1.526
0.979,0.085,0.031,0.488,1.221,-0.977
0.995,0.122,0.02,-0.977,4.517,2.258
1.022,0.109,-0.023,-0.488,5.859,1.221
1.025,0.123,-0.007,-0.122,1.526,0.488
1,0.137,0.029,-0.122,-2.747,-0.305
0.986,0.135,0.029,1.343,-2.258,-1.892
0.953,0.116,-0.003,1.892,-0.122,-3.723
0.931,0.107,-0.019,2.502,-0.671,-4.028
0.922,0.116,-0.01,2.563,-3.113,-2.563
0.925,0.132,0.011,2.014,-4.15,-0.488
0.966,0.153,-0.003,1.526,-2.808,0.488
0.974,0.156,-0.017,2.319,-2.991,-0.854
0.978,0.148,-0.02,3.296,-4.883,-2.502
0.984,0.147,-0.016,3.052,-6.714,-3.113
0.966,0.135,0.025,2.197,-7.202,-2.808
1.016,0.14,0.021,0.61,-3.723,-1.526
1.005,0.141,0.025,-0.183,-1.465,-1.282
0.983,0.113,0.014,0.488,-0.061,-2.563
0.975,0.115,0.005,0.549,1.038,-2.136
0.979,0.125,0.011,0.244,0.244,-1.038
0.974,0.118,0.012,0.183,0.366,-1.16
0.969,0.102,0.006,0.122,0.488,-1.709
0.966,0.096,0.001,-0.183,-0.427,-1.77
0.964,0.099,0.002,-0.122,-2.441,-1.587
0.974,0.108,0.022,0.732,-4.333,-1.587
0.983,0.109,0.043,1.099,-4.395,-1.953
0.98,0.092,0.04,1.343,-2.563,-2.747
0.97,0.084,0.021,1.526,-0.793,-2.502
0.938,0.08,0.017,1.77,-0.305,-1.16
0.948,0.096,-0.004,1.587,0.366,1.465
0.968,0.108,-0.004,1.343,-0.183,3.601
0.987,0.141,0.025,0.061,-1.343,4.272
0.994,0.132,0.024,0.793,0,2.869
0.99,0.117,0.006,1.038,1.587,0.977
0.99,0.12,0.001,0.977,0.61,0.854
0.999,0.143,0.005,0.854,-1.099,1.709
1.008,0.165,0.011,0.366,-1.282,1.587
1,0.157,0.009,0.061,-0.122,-0.183
0.989,0.132,0.003,-0.549,1.16,-1.465
0.983,0.131,0.002,-1.587,1.953,-0.793
0.978,0.129,0.004,-2.136,2.258,-0.244
0.973,0.118,0.011,-2.075,1.404,-0.549
0.975,0.121,0.008,-1.953,0.732,-0.916
0.977,0.117,0.007,-1.587,-0.061,-1.099
0.978,0.114,0.011,-1.709,-0.61,-1.038
0.979,0.117,0.008,-1.953,-0.427,-0.488
0.979,0.118,0.002,-1.953,-0.183,-0.549
0.98,0.116,0.002,-1.831,-0.793,-0.793
0.984,0.12,0.01,-2.075,-1.038,-1.038
0.982,0.114,0.019,-2.625,-0.854,-1.282
0.995,0.103,0.014,-3.052,-0.122,-1.648
1.001,0.115,0.009,-2.747,-1.099,-1.953
0.982,0.105,0.029,-1.831,-3.357,-2.563
0.97,0.098,0.027,-1.587,-2.808,-2.808
0.974,0.102,0.017,-1.465,-1.343,-2.014
0.983,0.111,0.011,-1.648,-0.916,-1.404
0.981,0.115,0.016,-1.465,-1.526,-1.404
0.973,0.115,0.012,-1.343,-1.709,-1.709
0.961,0.116,0.009,-1.282,-1.343,-1.892
0.952,0.107,0.007,-0.854,-0.916,-1.648
0.97,0.1,0.009,-0.488,-0.732,-1.282
0.978,0.107,0.019,-0.183,-1.099,-0.671
0.979,0.1,0.023,-0.122,-0.977,-0.305
0.979,0.096,0.022,-0.061,-0.366,-0.549
0.98,0.102,0.018,-0.305,0.305,0.122
0.978,0.101,0.013,-0.305,0.61,0.549
0.976,0.097,0.008,-0.061,0.732,0.671
0.98,0.104,0.009,0.305,0.061,1.16
0.98,0.109,0.015,0.427,-0.305,1.587
0.978,0.108,0.013,0.61,0.061,1.282
0.983,0.107,0.004,0.854,-0.122,1.038
0.989,0.116,0.013,0.977,-1.465,1.282
0.989,0.122,0.026,0.977,-2.197,1.16
,,,,,
2.413,0.481,0.327,17.517,-32.288,52.307
2.549,0.543,0.341,10.803,-13.977,52.673
2.611,0.641,0.237,5.676,4.517,44.678
2.513,0.633,0.124,1.648,14.099,23.804
2.285,0.552,0.102,-5.737,13.245,1.038
1.994,0.404,0.164,-14.526,11.536,-17.639
1.659,0.326,0.212,-21.423,14.465,-33.02
1.3,0.148,0.248,-19.958,14.282,-50.354
0.948,0.014,0.272,-18.127,15.442,-60.364
0.639,-0.062,0.239,-12.39,20.63,-62.378
0.447,-0.151,0.175,-6.775,28.32,-58.472
0.3,-0.167,0.123,-4.639,33.447,-51.331
0.221,-0.21,0.063,-1.648,33.386,-42.358
0.275,-0.223,0.021,1.404,28.564,-28.992
0.361,-0.159,0.033,3.418,17.822,-13.855
0.466,-0.138,0.046,5.066,7.446,-1.16
0.594,-0.063,0.079,4.639,3.906,10.864
0.745,-0.043,0.07,7.446,6.348,15.259
0.885,-0.005,0.031,8.301,8.972,20.569
1.007,0.077,0.024,7.446,8.24,27.954
1.16,0.164,0.025,7.751,6.775,33.081
1.282,0.243,0.04,6.409,6.165,34.241
1.369,0.278,0.041,5.615,6.348,31.372
1.41,0.289,0.036,4.028,6.836,26.062
1.413,0.329,0.054,2.319,5.798,19.714
1.333,0.303,0.038,3.662,4.822,10.315
1.234,0.236,0.039,3.54,8.179,2.747
1.189,0.273,-0.019,-0.671,14.832,1.282
1.106,0.231,0.012,-2.197,7.996,-2.686
1.051,0.206,0.056,-4.578,1.221,-7.629
0.969,0.195,0.098,-4.883,-0.732,-11.169
0.896,0.152,0.094,-5.371,4.456,-14.587
0.831,0.131,0.059,-5.798,10.986,-16.235
0.798,0.088,0.025,-5.249,13.977,-15.991
0.811,0.074,0.016,-4.7,13.428,-12.512
0.84,0.082,0.017,-4.272,11.414,-7.446
0.911,0.085,0.002,-2.625,9.583,-4.822
0.953,0.103,-0.002,-1.282,5.493,-4.272
0.974,0.111,0.014,0.061,-0.366,-4.517
0.939,0.097,0.039,0.61,-1.77,-4.883
0.943,0.063,0.027,0,2.197,-3.845
0.957,0.079,-0.003,-0.854,6.287,-0.061
0.983,0.101,0,-0.793,4.517,3.723
1.01,0.131,0.042,-2.258,1.77,5.005
1.018,0.138,0.05,-2.991,1.892,3.784
1.006,0.136,0.036,-4.272,4.333,1.16
0.98,0.118,0.016,-4.517,5.31,-0.916
0.973,0.117,0.005,-3.54,3.784,-0.793
0.969,0.131,0.016,-3.357,1.16,0.732
0.972,0.146,0.035,-4.089,-0.854,0.793
0.965,0.135,0.044,-3.235,-1.221,-0.916
0.918,0.114,0.057,-3.601,0.427,-2.319
0.932,0.099,0.024,-4.395,4.578,-1.465
0.951,0.121,-0.002,-3.601,6.287,1.526
0.993,0.131,-0.001,-2.502,4.639,3.845
0.986,0.189,-0.005,-2.991,2.747,3.967
1.006,0.171,0.005,-2.869,-0.305,0.122
0.997,0.147,-0.001,-4.15,-0.854,-2.197
0.986,0.161,0.018,-4.272,-1.282,-1.282
0.991,0.164,-0.008,-5.676,1.16,-0.549
0.995,0.142,-0.013,-6.042,1.038,-1.526
1.002,0.142,-0.003,-6.958,-1.221,-0.732
1.001,0.153,0.03,-7.568,-3.601,0.427
0.991,0.151,0.048,-7.324,-3.906,-0.549
0.98,0.128,0.032,-6.409,-1.77,-2.319
0.968,0.12,0.014,-6.042,-0.732,-2.625
0.966,0.118,0.017,-5.798,-2.686,-2.197
0.969,0.126,0.03,-5.371,-5.31,-2.075
0.978,0.141,0.029,-4.944,-6.531,-2.502
0.975,0.132,0.025,-4.883,-6.47,-3.784
0.967,0.109,0.029,-5.066,-6.775,-5.066
0.969,0.094,0.042,-4.761,-7.751,-5.249
0.97,0.086,0.052,-4.272,-8.118,-4.211
0.959,0.079,0.064,-3.54,-7.324,-2.869
0.957,0.072,0.068,-2.686,-4.883,-0.916
0.972,0.098,0.054,-1.526,-1.831,1.77
0.995,0.112,0.048,0.061,-0.732,2.625
1.007,0.121,0.043,0.732,-0.549,1.526
0.986,0.121,0.045,0.793,-0.244,0.427
0.974,0.117,0.032,0.305,1.587,0.305
0.972,0.13,0.027,-0.427,2.197,1.038
0.975,0.139,0.025,-0.977,1.343,1.343
0.981,0.143,0.022,-1.221,0.61,0.916
0.982,0.149,0.022,-1.404,0.61,0.488
0.981,0.149,0.02,-2.625,0.854,0.183
0.976,0.14,0.027,-3.296,1.099,-0.488
0.975,0.134,0.026,-3.296,0.977,-1.099
0.972,0.134,0.013,-2.93,0.732,-1.282
0.974,0.138,0.002,-2.808,-0.183,-1.587
0.971,0.14,0.01,-3.113,-1.892,-1.77
0.94,0.121,0.04,-3.418,-3.113,-2.38
0.95,0.103,0.037,-4.211,-1.526,-1.953
0.956,0.106,0.023,-4.944,0.183,-0.671
0.97,0.107,0.023,-5.188,-0.366,0.427
0.972,0.108,0.049,-5.432,-2.014,0.854
0.978,0.101,0.061,-4.578,-1.831,0.854
0.988,0.098,0.051,-3.784,-0.488,0.854
1.002,0.105,0.051,-3.418,0.427,1.282
1.012,0.113,0.053,-2.93,0.366,1.526
0.99,0.107,0.06,-1.709,0.427,0.732
0.982,0.096,0.044,-1.282,2.136,0.305
0.98,0.111,0.034,-1.648,3.906,1.709
0.978,0.123,0.025,-1.648,4.517,2.93
0.971,0.13,0.017,-1.77,4.7,3.113
0.97,0.136,0.008,-1.953,3.906,2.686
0.972,0.143,0.002,-1.77,1.953,2.075
0.971,0.143,0.004,-1.77,-0.244,1.038
0.974,0.136,0.011,-1.77,-1.77,0
0.978,0.13,0.021,-1.953,-3.296,-0.427
0.984,0.132,0.034,-2.075,-3.845,-0.305
0.986,0.131,0.045,-2.197,-2.991,-0.122
0.991,0.122,0.043,-2.136,-1.099,0.183
0.988,0.12,0.041,-2.136,0.793,1.221
0.982,0.125,0.034,-2.869,2.625,2.38
0.974,0.134,0.025,-3.296,4.089,2.991
0.967,0.132,0.005,-3.113,4.15,2.197
0.967,0.133,-0.003,-3.357,2.197,1.221
0.969,0.13,0.01,-3.601,-0.854,0.671
0.977,0.129,0.03,-3.784,-2.686,0.488
,,,,,
2.308,0.453,0.602,22.4,-45.41,143.494
