aX,aY,aZ,gX,gY,gZ
0.968,-0.191,0.048,0.366,-2.502,0.549
0.977,-0.204,0.04,-0.122,-2.869,0.488
0.984,-0.207,0.035,0,-3.235,1.038
0.978,-0.209,0.029,0.427,-3.296,1.77
0.97,-0.202,0.03,1.526,-3.113,1.953
0.971,-0.198,0.039,2.686,-3.479,2.197
0.977,-0.201,0.05,2.991,-3.174,2.136
,,,,,
1.153,-1.377,0.127,-124.756,39.001,-90.637
1.21,-1.426,-0.057,-109.68,53.223,-85.388
1.22,-1.38,-0.215,-97.9,55.237,-70.618
1.206,-1.299,-0.307,-90.454,47.424,-52.368
1.117,-1.158,-0.34,-87.402,33.997,-35.706
1.045,-1.03,-0.361,-84.961,17.456,-23.193
1.019,-0.922,-0.381,-86.182,-0.305,-11.414
1.004,-0.807,-0.405,-88.135,-13.794,-1.038
0.999,-0.714,-0.418,-84.961,-13.794,2.136
0.983,-0.649,-0.456,-75.073,0.61,-1.648
0.955,-0.613,-0.532,-63.721,18.616,-6.042
0.875,-0.531,-0.601,-55.237,26.672,-6.531
0.8,-0.425,-0.613,-48.889,19.836,-4.211
0.761,-0.334,-0.571,-44.434,7.507,-3.601
0.755,-0.255,-0.512,-40.039,0.122,-6.042
0.792,-0.238,-0.463,-35.706,-1.099,-12.024
0.867,-0.275,-0.427,-33.02,-0.244,-18.738
0.956,-0.349,-0.412,-33.63,-0.549,-22.156
1.031,-0.388,-0.409,-34.729,-2.075,-20.386
1.081,-0.389,-0.397,-34.363,-4.089,-16.602
1.101,-0.374,-0.368,-32.288,-4.761,-14.771
1.096,-0.334,-0.334,-28.259,-2.441,-14.771
1.071,-0.282,-0.307,-24.292,1.221,-14.893
1.063,-0.262,-0.287,-21.484,4.7,-14.954
1.074,-0.278,-0.271,-19.531,6.653,-14.832
1.095,-0.301,-0.262,-17.395,7.874,-13.916
1.119,-0.334,-0.26,-15.503,8.179,-12.39
1.131,-0.347,-0.258,-13.489,7.263,-10.925
1.134,-0.341,-0.233,-9.949,5.92,-9.338
1.139,-0.339,-0.206,-7.324,5.249,-7.874
1.138,-0.334,-0.185,-4.822,6.287,-6.531
1.122,-0.316,-0.163,-1.038,8.423,-5.249
1.109,-0.283,-0.134,2.686,11.108,-3.723
1.092,-0.262,-0.105,4.456,13.428,-2.441
1.07,-0.237,-0.089,5.371,15.381,-1.465
1.044,-0.22,-0.067,6.287,16.907,-0.366
1.03,-0.204,-0.048,6.531,16.602,0.305
1.019,-0.201,-0.044,5.981,15.747,0.427
1.008,-0.199,-0.036,5.371,14.343,0.244
1.016,-0.206,-0.019,5.005,12.146,0
1.026,-0.219,-0.003,4.639,9.644,0.366
1.03,-0.238,0.007,4.028,8.484,1.953
1.024,-0.238,0.007,5.493,9.399,3.845
1.021,-0.231,0.007,8.362,10.864,3.54
1.004,-0.218,0.016,9.583,11.108,2.686
0.996,-0.206,0.03,10.01,9.46,2.869
0.986,-0.203,0.057,9.46,6.47,3.357
0.987,-0.198,0.088,8.85,3.54,3.845
1.002,-0.205,0.112,7.812,2.319,3.906
1.015,-0.211,0.129,6.165,2.014,3.723
1.022,-0.217,0.136,4.639,3.174,3.723
1.031,-0.226,0.134,3.052,5.066,3.967
1.023,-0.24,0.12,1.648,7.324,4.15
1.011,-0.242,0.108,2.014,9.705,3.845
1.006,-0.243,0.101,3.601,12.329,3.113
1.005,-0.247,0.088,4.517,14.099,3.174
1,-0.239,0.074,4.639,15.137,4.028
0.987,-0.227,0.061,4.578,15.625,4.7
0.977,-0.225,0.05,3.967,15.991,4.456
0.964,-0.222,0.04,3.357,15.686,4.211
0.948,-0.21,0.034,2.808,14.587,3.784
0.955,-0.214,0.03,2.136,13.184,3.052
0.956,-0.222,0.021,1.282,12.39,2.747
0.939,-0.219,0.005,0.793,11.902,2.319
0.92,-0.211,-0.01,2.014,11.658,2.014
0.91,-0.216,-0.02,3.113,10.62,1.343
0.903,-0.213,-0.024,4.089,8.545,1.099
0.901,-0.213,-0.026,4.517,5.554,1.038
0.906,-0.219,-0.026,4.028,2.563,0.977
0.921,-0.236,-0.033,3.479,0.122,0.671
0.928,-0.243,-0.036,3.967,-1.343,0.183
0.93,-0.244,-0.031,4.822,-2.014,0.122
0.938,-0.24,-0.021,5.31,-2.563,0.793
0.934,-0.235,-0.009,4.883,-2.991,1.77
0.928,-0.226,0,4.883,-2.441,1.953
0.923,-0.214,0.01,4.639,-2.014,1.526
0.925,-0.214,0.017,3.784,-2.197,1.221
0.931,-0.219,0.021,2.625,-2.441,0.61
0.943,-0.229,0.022,2.563,-1.831,-0.732
0.95,-0.228,0.015,2.93,-0.427,-1.709
0.955,-0.232,0.007,3.113,1.404,-2.38
0.962,-0.24,0.002,2.93,3.235,-2.686
0.966,-0.238,-0.004,2.808,4.272,-2.197
0.958,-0.236,-0.007,2.747,5.127,-1.709
0.951,-0.227,-0.007,2.808,5.737,-1.587
0.943,-0.216,-0.014,2.869,6.47,-1.465
0.94,-0.219,-0.017,2.991,7.141,-1.831
0.938,-0.219,-0.03,3.052,7.507,-2.625
0.927,-0.213,-0.034,2.991,6.348,-2.93
0.934,-0.208,-0.027,2.563,3.845,-3.052
0.944,-0.216,-0.023,1.709,1.221,-3.54
0.957,-0.224,-0.021,1.038,0,-4.15
0.968,-0.226,-0.02,1.343,-0.183,-4.7
0.983,-0.23,-0.013,1.831,-0.549,-5.188
0.992,-0.237,-0.003,1.709,-0.793,-4.822
0.995,-0.248,0,0.854,-1.099,-4.028
0.993,-0.245,0.007,0.916,-0.732,-3.296
0.99,-0.228,0.014,1.831,1.16,-2.869
0.981,-0.224,0.013,2.502,4.028,-3.418
0.975,-0.236,-0.003,2.441,5.249,-4.517
0.973,-0.244,-0.011,2.563,4.211,-4.272
0.968,-0.232,-0.01,2.869,2.319,-3.784
0.97,-0.217,-0.001,3.54,0.305,-3.418
0.971,-0.212,0.002,3.296,-1.099,-3.723
0.975,-0.22,0.007,2.441,-1.953,-4.089
0.985,-0.23,0.01,0.977,-3.235,-3.54
0.997,-0.24,0.01,-0.61,-4.15,-2.563
1.01,-0.254,0.007,-1.343,-3.418,-2.319
1.015,-0.252,0.007,-1.16,-1.953,-2.258
1.017,-0.248,0.004,-0.671,-0.61,-2.258
1.009,-0.253,-0.006,-0.488,1.038,-2.136
1.008,-0.261,-0.014,0.305,1.953,-1.892
1.001,-0.26,-0.019,1.587,2.686,-1.831
0.993,-0.251,-0.023,2.808,2.991,-1.648
0.986,-0.251,-0.031,2.869,2.38,-1.526
0.982,-0.253,-0.034,2.319,0.732,-1.038
0.984,-0.256,-0.032,1.831,-0.977,-0.183
0.985,-0.252,-0.032,1.221,-2.197,0.549
0.992,-0.256,-0.029,0.916,-2.38,0.732
,,,,,
1.144,-0.994,-0.678,-84.778,30.823,-50.598
1.154,-0.973,-0.797,-73.608,37.415,-45.898
1.124,-0.931,-0.882,-63.782,35.156,-34.912
1.054,-0.803,-0.933,-53.345,25.757,-24.231
0.993,-0.655,-0.91,-40.771,13.428,-17.517
0.951,-0.525,-0.814,-29.053,2.869,-14.648
0.884,-0.351,-0.718,-19.226,-3.113,-11.597
0.906,-0.285,-0.62,-12.939,-9.338,-11.841
0.976,-0.309,-0.513,-12.817,-16.663,-13.855
1.034,-0.31,-0.424,-13.184,-21.606,-12.39
1.138,-0.335,-0.338,-10.986,-23.315,-11.292
1.226,-0.356,-0.266,-8.85,-21.179,-10.559
1.264,-0.335,-0.197,-6.531,-16.296,-8.362
1.24,-0.267,-0.142,-2.747,-9.705,-6.409
1.234,-0.236,-0.108,0.488,-2.625,-5.981
1.193,-0.218,-0.09,1.343,4.272,-5.676
1.112,-0.168,-0.077,2.869,10.681,-4.333
1.049,-0.147,-0.052,4.028,14.404,-4.089
1.026,-0.163,-0.04,3.052,15.137,-4.639
1.017,-0.177,-0.051,1.77,14.404,-4.028
1.023,-0.204,-0.068,1.526,13.489,-3.723
1.031,-0.241,-0.085,1.648,11.719,-3.601
1.03,-0.261,-0.089,2.075,8.362,-2.563
1.025,-0.264,-0.09,2.991,4.028,-1.709
1.021,-0.257,-0.081,4.272,1.648,-1.648
1.025,-0.248,-0.065,5.554,0,-1.892
1.042,-0.247,-0.04,6.348,-1.953,-2.014
1.055,-0.249,-0.011,6.042,-3.723,-1.465
1.066,-0.25,0.007,6.042,-4.272,-0.427
1.079,-0.256,0.013,6.226,-3.174,-0.549
1.09,-0.281,0.01,5.859,-2.014,-1.16
1.095,-0.286,0.008,5.493,-1.892,0.244
1.087,-0.29,0.01,5.249,-2.38,2.747
1.082,-0.302,0.018,4.822,-2.625,4.456
1.049,-0.28,0.031,5.737,-1.282,5.981
1.023,-0.266,0.045,7.446,1.404,6.47
1.003,-0.268,0.049,7.263,3.052,6.592
0.984,-0.269,0.045,6.165,2.869,7.446
0.971,-0.264,0.047,6.47,2.075,7.568
0.973,-0.286,0.036,6.653,1.892,6.958
0.977,-0.3,0.029,6.897,1.343,6.714
0.964,-0.292,0.031,7.141,0.366,7.568
0.944,-0.273,0.041,7.507,-1.038,8.362
0.921,-0.252,0.057,7.812,-1.77,8.118
0.904,-0.23,0.076,7.996,-2.014,7.385
0.91,-0.237,0.092,6.714,-2.258,6.042
0.904,-0.232,0.099,5.371,-2.197,5.371
0.902,-0.224,0.102,5.127,-2.014,4.761
0.91,-0.221,0.11,3.54,-1.831,3.601
0.917,-0.229,0.096,1.709,-0.732,2.747
0.927,-0.239,0.077,0.977,0.977,2.075
0.93,-0.239,0.052,0.916,2.747,1.831
0.942,-0.242,0.027,0.854,3.479,1.221
0.943,-0.267,0.007,0,2.93,1.038
0.943,-0.268,-0.019,0.244,2.502,1.892
0.936,-0.255,-0.034,1.221,2.014,2.014
0.918,-0.246,-0.036,2.686,1.404,1.892
0.912,-0.237,-0.033,3.662,0,1.648
0.916,-0.235,-0.017,3.174,-1.892,1.648
0.926,-0.234,-0.01,1.709,-3.845,2.258
0.932,-0.25,-0.006,1.221,-4.272,1.77
0.943,-0.248,-0.004,1.831,-3.113,0.854
0.945,-0.25,-0.013,3.113,-1.465,0.244
0.951,-0.27,-0.026,3.235,-0.244,-0.366
0.962,-0.279,-0.038,3.784,-0.549,0
0.962,-0.278,-0.041,4.944,-1.16,0.61
0.962,-0.269,-0.046,6.104,-1.16,0.916
0.951,-0.271,-0.041,6.47,-1.587,0.671
0.943,-0.253,-0.038,7.08,-2.502,1.465
0.944,-0.243,-0.02,7.446,-3.845,1.709
0.953,-0.24,-0.004,6.775,-4.883,1.099
0.96,-0.24,0.003,6.104,-4.822,0.793
0.971,-0.244,0.006,5.554,-4.15,0.305
0.978,-0.247,0.004,5.371,-3.662,-0.061
0.986,-0.244,0.01,6.226,-3.052,-0.122
0.997,-0.25,0.012,6.287,-2.136,-0.671
0.995,-0.255,0.011,6.042,-1.648,-0.854
0.992,-0.249,0.017,6.287,-1.648,-0.244
0.989,-0.245,0.022,6.104,-1.648,0.244
0.992,-0.244,0.028,6.104,-2.136,0.61
0.991,-0.237,0.036,6.287,-3.052,1.221
0.988,-0.232,0.046,6.287,-4.028,1.77
0.991,-0.238,0.051,6.104,-4.517,2.075
0.993,-0.241,0.047,5.493,-4.395,2.686
0.995,-0.247,0.036,5.676,-3.906,2.686
1,-0.26,0.032,6.104,-3.113,2.197
0.997,-0.247,0.038,6.836,-2.625,2.625
0.982,-0.226,0.038,7.751,-1.953,2.93
0.959,-0.213,0.046,7.263,-2.014,2.686
0.949,-0.199,0.052,7.141,-2.319,2.197
0.953,-0.208,0.053,6.409,-2.747,1.221
0.965,-0.222,0.048,4.883,-3.479,0.366
0.967,-0.23,0.034,4.272,-4.089,0.244
0.98,-0.245,0.029,3.784,-4.456,-0.244
0.99,-0.253,0.017,3.296,-4.272,-0.427
0.989,-0.255,0.006,3.113,-4.15,-0.183
0.993,-0.265,0.001,3.357,-4.578,0.244
0.997,-0.274,-0.004,3.418,-5.554,1.404
0.997,-0.275,-0.005,3.601,-6.775,3.296
0.996,-0.269,-0.003,4.272,-7.507,4.456
0.995,-0.265,0.006,5.31,-7.08,4.944
0.981,-0.253,0.015,6.531,-5.676,4.944
0.958,-0.227,0.025,7.568,-3.967,4.578
0.934,-0.21,0.036,7.935,-2.625,3.906
0.933,-0.204,0.037,8.118,-2.747,3.235
0.934,-0.211,0.046,6.592,-3.784,2.686
0.94,-0.223,0.048,5.188,-4.761,2.563
0.948,-0.234,0.05,4.639,-5.188,1.953
0.941,-0.236,0.054,4.272,-5.188,2.136
0.94,-0.24,0.062,4.089,-5.249,2.014
0.944,-0.244,0.063,4.578,-4.761,1.648
0.938,-0.243,0.07,5.432,-3.418,1.587
0.936,-0.244,0.064,6.287,-2.014,1.465
0.933,-0.244,0.059,6.592,-0.854,1.221
0.923,-0.228,0.056,6.531,-0.488,1.282
0.911,-0.222,0.067,6.042,-1.099,1.16
0.918,-0.218,0.07,5.31,-2.197,0.977
0.925,-0.228,0.074,3.906,-3.113,0.305
0.942,-0.238,0.07,2.502,-3.052,-0.427
,,,,,
1.203,-0.885,-0.527,-59.143,-2.625,-22.278
1.203,-0.81,-0.545,-53.101,-1.587,-15.076
1.167,-0.713,-0.535,-44.556,2.991,-10.864
1.119,-0.621,-0.519,-34.607,10.193,-10.01
1.053,-0.513,-0.509,-24.292,18.799,-9.216
0.984,-0.402,-0.502,-15.076,27.344,-8.301
0.935,-0.322,-0.507,-9.155,32.654,-8.301
0.911,-0.287,-0.521,-6.836,33.203,-8.301
0.902,-0.267,-0.516,-5.737,28.564,-7.568
0.893,-0.221,-0.485,-3.662,21.118,-5.859
0.887,-0.166,-0.419,-1.404,13.916,-4.578
0.898,-0.13,-0.35,-0.122,8.606,-4.7
0.919,-0.13,-0.298,-0.122,6.104,-6.47
0.947,-0.158,-0.269,-0.427,6.714,-8.667
0.951,-0.169,-0.264,1.221,9.399,-10.62
0.96,-0.169,-0.264,3.418,10.62,-10.315
0.964,-0.169,-0.243,4.333,7.507,-8.972
0.971,-0.163,-0.195,4.517,1.16,-6.836
0.986,-0.153,-0.135,4.517,-4.456,-4.883
1.012,-0.148,-0.078,4.15,-7.751,-4.456
1.047,-0.163,-0.031,3.479,-8.728,-4.944
1.083,-0.177,0,2.136,-7.751,-5.249
1.104,-0.187,0.02,1.465,-5.615,-5.005
1.106,-0.189,0.035,1.526,-2.808,-3.906
1.089,-0.18,0.051,2.258,1.77,-3.296
1.08,-0.174,0.038,3.723,5.31,-3.967
1.08,-0.191,0.021,3.174,6.714,-3.845
1.079,-0.205,-0.001,0.977,5.676,-2.869
1.074,-0.206,-0.016,-0.61,3.418,-2.014
1.071,-0.206,-0.03,-1.16,2.258,-2.319
1.075,-0.222,-0.051,-1.099,2.38,-2.686
1.072,-0.236,-0.072,-0.793,1.831,-2.686
1.079,-0.254,-0.084,-0.549,0.61,-2.014
1.097,-0.275,-0.095,-0.732,-0.671,-1.16
1.111,-0.306,-0.11,-0.61,-0.61,-0.061
1.109,-0.319,-0.116,0.427,0.061,1.587
1.093,-0.31,-0.115,2.258,0.305,3.967
1.07,-0.295,-0.107,3.418,-0.488,5.92
1.055,-0.285,-0.1,4.456,-1.709,7.141
1.04,-0.284,-0.088,4.822,-2.075,8.057
1.009,-0.263,-0.079,5.249,-2.563,9.399
0.996,-0.245,-0.059,5.981,-3.113,9.46
0.984,-0.229,-0.039,6.47,-3.174,8.606
0.965,-0.213,-0.019,6.042,-2.441,8.362
0.951,-0.203,-0.01,5.249,-1.953,7.874
0.953,-0.217,-0.004,3.723,-1.526,6.958
0.952,-0.227,-0.01,3.174,-0.427,6.775
0.939,-0.219,-0.021,4.272,1.831,6.47
0.92,-0.208,-0.022,5.127,3.784,5.737
0.895,-0.19,-0.02,5.249,4.15,5.249
0.881,-0.185,-0.016,4.639,3.357,4.944
0.877,-0.193,-0.02,3.418,1.648,4.333
0.878,-0.198,-0.023,2.014,0.061,3.662
0.892,-0.209,-0.021,1.038,-1.099,3.113
0.903,-0.214,-0.02,-0.183,-1.465,2.93
0.903,-0.214,-0.021,-0.977,-1.099,2.502
0.9,-0.209,-0.026,-1.16,-0.061,1.648
0.904,-0.214,-0.031,-1.099,1.343,0.427
0.904,-0.223,-0.047,-0.549,3.174,-1.465
0.902,-0.23,-0.063,0.305,4.333,-2.869
0.901,-0.234,-0.077,0.549,3.967,-3.784
0.919,-0.242,-0.088,0.488,2.686,-3.479
0.936,-0.252,-0.097,1.16,1.587,-3.052
0.941,-0.255,-0.104,2.502,1.343,-3.235
0.94,-0.251,-0.105,3.479,1.221,-3.296
0.929,-0.25,-0.097,3.662,0,-2.93
0.919,-0.23,-0.082,3.296,-1.709,-2.014
0.912,-0.197,-0.07,3.662,-2.014,-1.77
0.916,-0.185,-0.059,4.456,-0.977,-3.357
0.922,-0.195,-0.053,4.15,0.244,-5.249
0.926,-0.213,-0.051,2.808,0.183,-5.554
0.936,-0.227,-0.048,1.343,-1.038,-5.249
0.956,-0.233,-0.05,-0.305,-1.831,-4.639
0.982,-0.24,-0.045,-1.038,-1.587,-4.395
1,-0.248,-0.044,-1.099,-0.305,-4.272
1.005,-0.257,-0.047,-1.221,1.282,-3.662
1.001,-0.266,-0.054,-1.831,2.319,-2.93
0.999,-0.269,-0.064,-1.831,2.502,-2.136
0.992,-0.261,-0.067,-1.038,3.296,-1.709
0.975,-0.236,-0.064,0.916,4.944,-1.953
0.967,-0.229,-0.054,2.686,6.104,-2.502
0.966,-0.237,-0.053,2.869,6.287,-2.747
0.961,-0.24,-0.059,2.808,5.615,-2.441
0.955,-0.236,-0.064,3.174,3.723,-2.258
0.953,-0.232,-0.059,3.052,1.343,-2.258
0.957,-0.226,-0.05,2.747,-0.977,-2.136
0.965,-0.227,-0.048,2.686,-2.258,-2.686
0.969,-0.229,-0.044,2.93,-2.563,-3.784
0.975,-0.222,-0.036,3.174,-2.686,-4.089
0.98,-0.216,-0.024,2.93,-3.418,-3.54
0.988,-0.214,-0.016,2.136,-3.906,-3.052
1,-0.225,-0.022,1.038,-3.967,-2.747
1.008,-0.236,-0.039,0.244,-3.906,-2.686
1.014,-0.24,-0.05,-0.183,-3.845,-2.38
1.019,-0.241,-0.052,-0.427,-3.967,-1.77
1.025,-0.248,-0.054,-0.671,-3.723,-1.221
1.026,-0.249,-0.058,-0.977,-3.174,-0.366
1.018,-0.246,-0.063,-0.427,-2.319,0.366
1.013,-0.245,-0.065,0.427,-1.77,0.793
1.005,-0.241,-0.067,0.488,-1.465,1.282
0.996,-0.238,-0.067,0.488,-1.404,1.526
0.99,-0.236,-0.076,0.671,-1.099,1.282
0.989,-0.241,-0.079,0.732,-0.916,0.671
0.996,-0.246,-0.078,1.099,-0.977,0.366
0.996,-0.249,-0.073,1.526,-0.671,0.671
0.993,-0.245,-0.066,1.77,-0.305,1.282
0.988,-0.244,-0.069,2.014,0.61,1.526
0.985,-0.252,-0.079,1.892,1.099,1.892
0.981,-0.258,-0.088,1.709,0.793,2.197
0.975,-0.257,-0.094,2.014,0.305,2.686
0.963,-0.247,-0.09,2.869,0.061,2.93
0.959,-0.241,-0.086,3.784,0.549,2.686
0.958,-0.239,-0.083,4.272,1.282,2.747
0.952,-0.239,-0.083,4.15,1.465,2.441
0.949,-0.239,-0.084,4.272,0.977,2.319
0.945,-0.234,-0.077,4.456,0.427,2.136
0.941,-0.229,-0.069,4.639,-0.61,1.892
0.941,-0.228,-0.061,4.333,-1.404,1.709
0.941,-0.228,-0.055,3.906,-2.136,1.831
,,,,,
1.28,-0.571,1.062,-134.705,-22.766,-51.88
1.419,-0.704,0.895,-148.987,-4.639,-44.617
1.474,-0.784,0.685,-153.137,16.602,-38.452
1.481,-0.881,0.463,-147.095,40.283,-36.072
1.438,-0.965,0.25,-133.362,62.378,-34.18
1.34,-1.001,0.06,-114.746,77.942,-28.809
1.179,-0.999,-0.089,-90.515,81.238,-17.578
1.061,-0.979,-0.193,-68.359,70.618,-1.831
0.991,-0.947,-0.267,-57.495,45.959,12.39
0.886,-0.875,-0.272,-51.331,13.611,25.757
0.79,-0.768,-0.205,-43.884,-13.245,34.79
0.699,-0.65,-0.096,-33.386,-28.748,37.537
0.68,-0.564,-0.006,-22.156,-35.034,35.095
0.755,-0.563,0.047,-19.226,-35.828,30.823
0.807,-0.574,0.079,-21.423,-32.898,29.236
0.755,-0.483,0.105,-19.897,-28.809,29.541
0.658,-0.336,0.158,-14.343,-26.917,26.184
0.616,-0.211,0.213,-12.207,-27.954,19.165
0.663,-0.204,0.238,-18.127,-28.259,10.559
0.77,-0.268,0.209,-27.893,-27.1,2.869
0.915,-0.371,0.13,-36.621,-24.78,-4.272
1.068,-0.491,0.033,-42.969,-21.912,-11.047
1.193,-0.588,-0.073,-44.312,-17.273,-13.916
1.267,-0.636,-0.179,-41.626,-11.841,-13.428
1.276,-0.651,-0.247,-36.011,-9.216,-10.803
1.238,-0.645,-0.25,-29.48,-10.681,-6.714
1.11,-0.539,-0.192,-20.569,-14.771,-3.174
1.007,-0.38,-0.097,-9.216,-22.461,-0.732
0.969,-0.254,0.028,-4.7,-33.264,0
0.958,-0.183,0.108,-8.423,-40.466,-1.709
0.961,-0.159,0.151,-15.564,-41.077,-5.493
0.967,-0.163,0.146,-22.339,-35.583,-11.23
0.987,-0.19,0.127,-27.771,-28.503,-19.043
1.005,-0.239,0.102,-31.738,-23.193,-25.33
1.022,-0.264,0.069,-35.522,-20.874,-28.442
1.037,-0.276,0.047,-37.292,-21.729,-27.344
1.05,-0.259,0.043,-36.743,-24.536,-24.353
1.047,-0.233,0.047,-33.142,-26.306,-22.278
1.043,-0.213,0.056,-29.175,-24.841,-22.949
1.007,-0.169,0.059,-24.353,-20.386,-25.146
0.983,-0.13,0.051,-17.273,-15.381,-28.687
0.938,-0.093,0.062,-12.329,-10.925,-33.63
0.929,-0.07,0.075,-9.155,-10.559,-37.476
0.927,-0.051,0.094,-8.179,-14.16,-37.781
0.928,-0.036,0.122,-9.155,-20.203,-36.926
0.927,-0.052,0.152,-13.245,-26.794,-37.109
0.935,-0.067,0.169,-20.63,-31.738,-38.696
0.938,-0.106,0.167,-27.832,-34.546,-41.26
0.932,-0.152,0.162,-31.494,-33.386,-41.138
1.288,-0.212,0.12,-31.067,-28.931,-38.696
0.56,-0.293,0.172,-31.677,-37.964,-41.199
1.107,-0.221,0.015,-31.006,-7.324,-39.612
0.898,-0.334,0.077,-21.484,-15.32,-46.692
0.943,-0.277,0.056,-22.217,-15.137,-42.48
1.045,-0.285,0.017,-18.738,-5.371,-38.574
1.004,-0.304,0.017,-11.047,-10.376,-41.26
1.017,-0.308,0.018,-7.385,-18.982,-38.391
0.999,-0.307,0.036,-2.502,-26.55,-34.119
0.98,-0.31,0.07,-0.244,-36.499,-30.884
0.975,-0.31,0.107,0.916,-46.997,-26.794
0.983,-0.302,0.142,1.953,-55.054,-20.996
0.982,-0.296,0.18,3.357,-60.12,-15.808
0.973,-0.288,0.202,5.188,-59.265,-13.367
0.969,-0.299,0.209,6.958,-53.223,-13.733
0.955,-0.312,0.202,8.972,-45.532,-13.977
0.933,-0.318,0.177,11.475,-39.612,-13.062
0.903,-0.321,0.155,13.611,-36.804,-11.78
0.885,-0.313,0.138,16.235,-36.865,-10.681
0.882,-0.312,0.13,20.142,-38.757,-9.644
0.911,-0.311,0.133,24.109,-39.734,-9.705
0.912,-0.303,0.161,28.442,-41.199,-10.437
0.929,-0.32,0.183,34.058,-41.26,-9.827
0.966,-0.33,0.216,39.917,-40.955,-6.104
0.973,-0.316,0.244,41.931,-40.71,-0.977
0.96,-0.301,0.241,44.617,-42.053,2.747
0.956,-0.282,0.235,46.265,-44.495,5.737
0.942,-0.271,0.243,46.814,-47.546,6.714
0.955,-0.271,0.256,48.096,-50.11,7.263
0.976,-0.281,0.273,49.866,-49.927,8.24
1,-0.304,0.286,52.246,-47.607,9.583
1.013,-0.316,0.289,54.626,-44.495,11.23
1.001,-0.311,0.293,57.861,-41.809,13.855
0.981,-0.308,0.296,61.34,-39.429,16.174
0.961,-0.309,0.297,63.782,-37.231,18.311
0.935,-0.311,0.297,64.636,-34.912,22.461
0.918,-0.312,0.296,64.209,-32.349,28.015
0.892,-0.309,0.288,63.171,-30.09,32.715
0.872,-0.294,0.284,61.096,-28.442,35.278
0.871,-0.302,0.291,59.692,-28.809,36.377
0.873,-0.311,0.293,59.326,-28.992,37.17
0.863,-0.301,0.302,59.875,-25.452,39.368
0.819,-0.28,0.307,62.439,-20.874,40.527
0.784,-0.262,0.303,65.796,-18.372,37.903
0.778,-0.265,0.32,67.749,-14.038,34.302
0.761,-0.272,0.317,69.763,-7.568,31.189
0.77,-0.285,0.31,72.815,-0.183,26.794
0.761,-0.315,0.272,74.89,5.371,22.278
0.772,-0.332,0.258,74.585,6.836,17.578
0.748,-0.334,0.227,77.087,5.554,15.747
0.753,-0.362,0.225,79.163,0.977,16.846
0.774,-0.378,0.221,80.383,-6.226,19.897
0.777,-0.377,0.22,80.566,-13.367,24.963
0.801,-0.396,0.218,81.787,-20.935,30.029
0.798,-0.379,0.286,82.642,-26.611,28.076
0.764,-0.345,0.331,88.623,-23.926,23.56
0.785,-0.324,0.356,97.046,-17.273,20.874
0.784,-0.324,0.378,98.816,-11.719,16.174
0.764,-0.336,0.406,97.534,-9.644,10.62
0.763,-0.35,0.427,95.276,-8.545,8.118
0.766,-0.346,0.427,92.468,-8.911,7.568
0.797,-0.369,0.435,87.585,-8.667,6.653
0.816,-0.39,0.445,82.397,-7.141,3.662
0.836,-0.397,0.444,79.651,-4.333,1.648
0.871,-0.411,0.433,82.336,-0.854,3.967
0.882,-0.418,0.418,83.984,2.869,7.08
0.891,-0.425,0.387,85.693,6.897,12.024
0.875,-0.46,0.373,86.243,6.775,14.954
0.866,-0.461,0.349,84.473,2.502,16.907
0.861,-0.45,0.36,83.374,-5.554,19.714
,,,,,
1.542,-1.525,-0.234,-98.145,40.649,-92.773
1.793,-1.691,-0.432,-94.238,25.146,-77.332
1.913,-1.736,-0.574,-90.454,13.977,-59.57
1.921,-1.667,-0.657,-80.811,9.705,-44.006
1.904,-1.572,-0.7,-63.049,14.099,-33.997
1.821,-1.477,-0.715,-41.931,26.245,-29.968
1.63,-1.284,-0.723,-17.456,40.649,-23.132
1.371,-1.012,-0.696,6.836,48.706,-12.512
1.116,-0.717,-0.622,26.001,45.776,-2.319
0.923,-0.442,-0.511,37.415,34.607,6.287
0.771,-0.221,-0.373,40.894,18.921,12.146
0.692,-0.065,-0.24,38.33,3.479,15.137
0.661,0.021,-0.116,31.555,-8.118,14.038
0.674,0.056,-0.01,22.522,-16.418,10.254
0.734,0.034,0.07,12.146,-21.301,5.92
0.805,0.007,0.129,3.784,-23.865,2.441
0.883,-0.038,0.179,-2.319,-24.841,-0.305
0.967,-0.088,0.208,-7.874,-24.17,-3.723
1.031,-0.133,0.228,-10.742,-18.494,-4.517
1.071,-0.165,0.236,-10.559,-9.216,-4.639
1.101,-0.176,0.229,-8.911,-0.793,-5.615
1.123,-0.196,0.23,-8.362,5.493,-6.775
1.133,-0.204,0.222,-9.155,9.338,-8.484
1.144,-0.212,0.21,-10.559,12.512,-8.301
1.143,-0.212,0.2,-12.573,14.954,-6.714
1.13,-0.203,0.18,-14.343,17.578,-4.7
1.105,-0.193,0.163,-15.32,19.531,-2.686
1.075,-0.18,0.138,-16.418,20.996,-1.526
1.038,-0.161,0.113,-16.724,22.644,-1.099
0.998,-0.145,0.089,-16.174,23.499,-0.793
0.966,-0.134,0.063,-15.686,23.743,-0.671
0.945,-0.133,0.043,-15.381,23.193,-0.854
0.931,-0.133,0.029,-14.954,20.996,-1.221
0.931,-0.138,0.024,-13.977,18.494,-1.892
0.946,-0.151,0.022,-13,16.113,-2.38
0.961,-0.163,0.024,-12.756,13.611,-2.136
