aX,aY,aZ,gX,gY,gZ
1,-0.12,-0.149,0.122,3.235,-2.625
1.011,-0.129,-0.147,-0.488,2.319,-2.502
1.016,-0.13,-0.145,-0.305,1.892,-1.892
1.009,-0.107,-0.138,-0.366,1.892,-1.099
1.013,-0.103,-0.133,0.061,2.319,-1.038
1.019,-0.11,-0.132,0.916,2.686,-2.075
1.024,-0.114,-0.139,0.671,2.441,-1.831
1.021,-0.122,-0.14,0,1.099,-1.16
1.024,-0.113,-0.148,-0.488,0.61,0.244
1.019,-0.107,-0.157,-0.305,0.854,1.343
1.017,-0.119,-0.164,-0.549,0.549,0.61
1.014,-0.119,-0.167,-0.244,-0.427,0.854
1.019,-0.118,-0.158,-0.244,-1.343,1.831
1.013,-0.112,-0.154,-0.732,-0.977,2.197
1.006,-0.115,-0.154,-0.244,1.343,0.732
1.005,-0.114,-0.155,1.404,3.662,-0.366
0.99,-0.112,-0.158,2.441,4.7,-0.793
0.992,-0.114,-0.16,1.953,4.822,-0.061
0.988,-0.117,-0.166,1.892,3.784,0.183
0.982,-0.12,-0.169,2.38,3.235,-0.488
0.98,-0.116,-0.174,3.174,4.15,-1.587
0.976,-0.123,-0.169,4.456,4.517,-1.465
0.976,-0.126,-0.163,4.333,3.784,-0.122
0.96,-0.123,-0.15,3.174,1.77,2.319
0.95,-0.115,-0.145,1.892,0.488,3.723
0.947,-0.099,-0.136,2.014,0.671,2.563
0.941,-0.094,-0.13,2.258,1.526,1.16
0.943,-0.103,-0.134,1.526,1.526,0.793
0.939,-0.11,-0.142,0.854,0.244,1.038
0.948,-0.118,-0.149,0.305,-0.916,1.648
0.961,-0.129,-0.151,-0.427,-1.343,1.526
0.954,-0.124,-0.15,-0.427,-0.854,1.526
,,,,,
0.911,-1.157,-1.242,-119.995,-23.865,-81.238
1.123,-1.287,-1.276,-122.192,-53.101,-76.782
1.327,-1.253,-1.221,-106.201,-73.242,-66.04
1.436,-1.131,-1.126,-82.825,-78.491,-52.795
1.539,-1.052,-1.064,-58.594,-73.486,-38.635
1.685,-1.078,-1.04,-42.786,-59.814,-22.217
1.696,-1,-1.015,-33.02,-46.875,-3.174
1.637,-0.843,-0.943,-20.508,-37.842,12.695
1.513,-0.667,-0.806,-4.15,-28.198,23.437
1.271,-0.42,-0.668,14.954,-12.634,31.982
1.003,-0.129,-0.566,33.691,3.662,36.255
0.843,0.056,-0.48,48.157,13.123,32.227
0.779,0.112,-0.366,51.27,11.78,23.682
0.776,0.142,-0.252,43.213,5.615,15.991
0.761,0.158,-0.191,33.142,1.648,9.644
0.772,0.12,-0.14,26.184,-1.404,1.709
0.8,0.087,-0.113,22.644,-3.662,-4.333
0.851,0.024,-0.09,20.081,-5.92,-8.972
0.916,-0.036,-0.062,17.151,-9.827,-12.451
0.974,-0.075,-0.032,14.465,-13.855,-13.611
1.023,-0.119,0.001,12.695,-15.259,-13.611
1.066,-0.148,0.024,12.39,-12.695,-12.817
1.103,-0.169,0.036,12.878,-8.667,-12.39
1.11,-0.178,0.034,13.062,-4.822,-12.329
1.122,-0.184,0.032,12.268,-2.075,-10.315
1.135,-0.165,0.04,10.437,-0.671,-6.714
1.122,-0.143,0.05,8.667,0.732,-4.639
1.095,-0.134,0.045,7.507,3.601,-4.395
1.075,-0.142,0.016,6.348,5.981,-4.333
1.074,-0.156,-0.013,6.592,5.615,-3.479
1.084,-0.15,-0.026,7.629,3.174,-2.319
1.086,-0.148,-0.02,7.568,0.732,-1.465
1.079,-0.16,-0.009,6.775,-1.221,-0.488
1.07,-0.183,0.009,5.493,-2.441,0.916
1.063,-0.169,0.025,5.615,-2.319,3.418
1.057,-0.158,0.036,6.836,-0.732,3.418
1.056,-0.179,0.031,7.446,1.892,1.465
1.05,-0.186,0.02,6.165,3.845,1.343
1.033,-0.173,0.014,4.089,3.784,2.38
1.029,-0.187,0.01,2.197,2.869,3.296
1.022,-0.183,-0.008,0.854,1.16,4.639
1.024,-0.162,-0.018,0.305,0.305,4.883
1.031,-0.17,-0.026,0.061,0.977,3.723
1.049,-0.193,-0.029,-0.732,1.831,3.357
1.032,-0.183,-0.024,-1.465,1.77,5.798
1,-0.142,-0.023,0,3.967,7.69
0.979,-0.114,-0.012,4.333,7.446,6.714
0.941,-0.081,-0.004,7.507,9.521,5.249
0.908,-0.062,-0.005,7.08,9.033,3.906
0.909,-0.07,-0.017,4.883,6.653,1.953
0.912,-0.073,-0.033,2.686,3.723,0.488
0.927,-0.076,-0.048,1.282,1.831,-0.854
0.936,-0.08,-0.05,0.488,0.732,-1.587
0.93,-0.082,-0.046,-0.854,0.122,-1.831
0.929,-0.084,-0.048,-2.38,-0.488,-2.747
0.947,-0.108,-0.054,-3.357,-0.61,-3.418
0.958,-0.122,-0.067,-4.028,-0.671,-2.869
0.969,-0.14,-0.088,-3.54,-0.183,-3.174
0.973,-0.149,-0.109,-1.526,1.465,-4.15
0.969,-0.149,-0.118,0.671,2.686,-4.333
0.961,-0.135,-0.117,1.587,2.38,-3.845
0.964,-0.132,-0.114,1.709,1.648,-3.296
0.968,-0.139,-0.112,1.099,0.305,-2.93
0.977,-0.145,-0.108,0.366,-0.793,-2.808
0.989,-0.141,-0.094,-0.732,-1.953,-2.197
0.992,-0.137,-0.083,-2.93,-2.686,-1.526
0.991,-0.148,-0.088,-4.456,-2.441,-1.648
0.998,-0.168,-0.109,-4.395,-1.343,-2.441
0.998,-0.179,-0.118,-1.709,-0.61,-2.502
1,-0.165,-0.12,0.793,-0.183,-1.77
1.001,-0.165,-0.12,2.136,-0.366,-1.831
1.01,-0.169,-0.125,2.258,-0.977,-1.831
1.026,-0.18,-0.118,2.258,-1.831,-1.343
1.019,-0.177,-0.096,3.052,-2.747,-0.244
1.009,-0.157,-0.068,4.7,-3.418,0.427
1.01,-0.146,-0.033,6.104,-3.357,0.732
1.002,-0.133,-0.013,5.859,-2.93,1.16
0.986,-0.126,0.001,5.127,-2.258,0.366
0.989,-0.134,0.009,5.066,-2.014,-0.305
0.994,-0.132,0.01,3.784,-2.136,0.122
0.997,-0.142,0.004,2.075,-3.357,0.671
1.006,-0.156,-0.013,0.671,-4.15,0.671
1.013,-0.165,-0.026,0.488,-4.395,0.854
1.016,-0.16,-0.025,1.038,-4.456,1.587
1.022,-0.158,-0.015,0.916,-3.906,2.563
1.017,-0.16,-0.022,0,-2.625,3.723
1.003,-0.157,-0.036,0.122,-1.953,4.211
0.994,-0.148,-0.046,1.221,-1.282,3.967
0.984,-0.133,-0.05,2.197,-0.916,3.662
0.982,-0.14,-0.058,1.831,-1.648,2.625
0.987,-0.146,-0.064,1.099,-2.441,1.465
0.988,-0.142,-0.067,1.038,-2.93,1.16
0.99,-0.144,-0.064,1.526,-3.54,1.526
0.992,-0.149,-0.062,0.732,-4.028,1.77
0.996,-0.157,-0.065,-0.305,-3.784,1.831
0.997,-0.167,-0.064,0.305,-2.563,1.892
0.998,-0.165,-0.066,1.526,-1.343,2.197
1.001,-0.165,-0.066,1.831,-0.977,3.113
0.984,-0.162,-0.077,1.526,-1.526,4.517
0.967,-0.143,-0.078,3.113,-1.16,4.578
0.957,-0.129,-0.062,5.92,-0.427,3.845
0.949,-0.128,-0.056,6.714,-0.183,3.418
0.942,-0.12,-0.045,5.493,-0.916,3.845
0.943,-0.119,-0.032,4.517,-1.953,3.845
0.948,-0.123,-0.03,3.906,-2.197,3.174
0.953,-0.13,-0.03,4.272,-1.221,2.014
0.967,-0.146,-0.03,3.967,0.061,1.16
0.964,-0.131,-0.035,3.601,2.38,0.427
0.958,-0.122,-0.03,4.761,3.967,-0.244
0.962,-0.128,-0.027,5.066,3.723,-0.854
0.966,-0.136,-0.035,3.113,2.258,-0.183
0.958,-0.141,-0.045,1.282,0.061,1.099
0.949,-0.136,-0.044,2.136,-2.075,1.282
0.957,-0.133,-0.03,2.93,-3.601,0.549
0.96,-0.128,-0.026,2.319,-4.578,0.732
0.945,-0.115,-0.019,1.343,-4.883,1.343
0.945,-0.111,-0.014,1.16,-5.554,1.038
0.96,-0.124,-0.017,0.671,-5.554,-0.122
0.97,-0.132,-0.026,0.183,-5.31,-0.61
,,,,,
1.134,-1.323,-1.014,-134.888,35.583,-97.595
1.302,-1.487,-1.243,-126.892,12.939,-81.421
1.436,-1.442,-1.43,-113.77,-6.042,-55.054
1.503,-1.35,-1.493,-98.328,-15.869,-35.278
1.427,-1.189,-1.374,-70.679,-17.517,-18.433
1.277,-0.922,-1.159,-35.522,-9.277,-3.662
1.039,-0.593,-0.924,-6.531,4.883,7.507
0.813,-0.325,-0.752,14.893,19.775,14.771
0.696,-0.159,-0.645,25.635,24.963,17.456
0.646,-0.076,-0.534,24.292,18.25,16.357
0.602,0.008,-0.37,15.808,5.676,14.343
0.634,0.081,-0.248,6.592,-4.211,11.841
0.703,0.092,-0.155,1.465,-8.362,7.751
0.741,0.106,-0.084,-0.244,-7.507,3.601
0.768,0.105,-0.058,-3.723,-4.517,-0.671
0.814,0.056,-0.046,-8.362,-1.526,-4.883
0.874,0.015,-0.052,-13.123,1.526,-7.568
0.925,-0.024,-0.083,-15.686,4.639,-9.705
0.997,-0.086,-0.162,-15.686,6.958,-11.597
1.058,-0.168,-0.227,-14.648,6.714,-12.939
1.107,-0.226,-0.258,-11.78,6.592,-12.817
1.124,-0.238,-0.27,-6.165,6.47,-10.803
1.1,-0.198,-0.259,1.221,5.554,-6.531
1.067,-0.143,-0.226,6.958,4.272,-3.296
1.05,-0.12,-0.184,10.62,1.16,-3.296
1.056,-0.091,-0.121,12.085,-2.869,-3.174
1.08,-0.076,-0.058,11.475,-7.202,-3.54
1.11,-0.08,-0.006,9.644,-10.925,-4.456
1.153,-0.089,0.031,7.507,-12.207,-3.906
1.186,-0.1,0.063,5.615,-11.902,-2.136
1.204,-0.094,0.068,5.066,-8.728,-1.038
1.214,-0.102,0.062,5.31,-3.418,-0.122
1.178,-0.099,0.053,6.165,2.258,1.343
1.146,-0.087,0.037,6.836,6.775,3.052
1.141,-0.102,0.018,6.653,9.155,3.662
1.131,-0.113,-0.009,5.615,10.437,5.249
1.107,-0.124,-0.044,4.944,11.292,7.263
1.078,-0.128,-0.062,5.92,10.864,8.606
1.049,-0.109,-0.08,7.874,10.376,9.46
1.024,-0.097,-0.099,8.118,9.46,8.85
1.006,-0.099,-0.115,7.996,7.629,8.423
1.016,-0.113,-0.136,8.24,5.127,8.057
1.028,-0.119,-0.144,8.85,2.136,8.545
1.044,-0.127,-0.144,9.766,-0.854,8.789
1.067,-0.154,-0.142,10.437,-2.869,8.972
1.078,-0.161,-0.129,10.742,-5.737,11.169
1.062,-0.139,-0.099,11.353,-8.057,14.282
1.022,-0.111,-0.04,13.367,-7.568,15.869
0.979,-0.049,0.001,16.235,-3.784,15.381
0.956,-0.02,0.005,18.799,1.099,12.451
0.947,-0.031,-0.012,18.372,3.906,9.644
0.944,-0.033,-0.03,15.442,3.296,9.155
0.95,-0.034,-0.03,12.329,0.549,9.766
0.976,-0.057,-0.041,9.888,-1.343,9.888
1.002,-0.088,-0.069,8.24,-1.282,9.216
1.014,-0.112,-0.094,8.362,-1.282,9.46
1.025,-0.131,-0.113,8.728,-1.099,10.62
0.995,-0.135,-0.11,9.827,0.732,12.451
0.885,-0.059,-0.064,13.855,4.456,14.221
0.82,0.012,-0.03,19.47,9.399,12.207
0.797,0.029,-0.018,22.217,12.024,8.24
0.797,0.019,-0.031,19.775,10.559,5.615
0.815,-0.005,-0.05,15.32,6.897,2.991
0.856,-0.043,-0.059,12.451,2.686,0.549
0.888,-0.053,-0.049,11.475,-0.244,-0.61
0.898,-0.043,-0.039,10.864,-1.16,-1.282
0.919,-0.055,-0.031,10.376,-0.854,-2.258
0.952,-0.082,-0.039,8.789,-1.221,-2.747
0.96,-0.086,-0.037,7.08,-1.16,-2.014
0.951,-0.064,-0.02,7.263,0.488,-1.892
0.93,-0.038,0.007,8.911,2.747,-2.686
0.909,-0.014,0.034,9.216,3.967,-3.723
0.919,-0.021,0.042,6.47,3.113,-4.7
0.934,-0.037,0.039,3.235,0.916,-4.7
0.973,-0.067,0.025,1.465,-0.305,-5.066
1.024,-0.096,0.001,-0.61,0,-5.188
1.053,-0.11,-0.023,-2.258,1.77,-4.761
1.063,-0.118,-0.044,-1.526,4.089,-4.456
1.064,-0.104,-0.048,0.366,5.798,-3.845
1.059,-0.094,-0.039,2.502,6.348,-2.747
1.04,-0.063,-0.021,3.601,6.47,-2.197
1.023,-0.047,-0.018,4.15,7.141,-2.38
1.02,-0.056,-0.026,4.517,7.812,-3.662
1.027,-0.068,-0.039,4.761,7.324,-4.639
1.039,-0.072,-0.042,4.517,4.944,-4.7
1.058,-0.073,-0.04,3.235,1.404,-3.784
1.085,-0.083,-0.045,1.526,-0.366,-3.052
1.09,-0.08,-0.05,1.343,-0.244,-2.38
1.079,-0.071,-0.054,2.258,0.183,-1.77
1.078,-0.079,-0.061,2.258,-0.183,-1.526
1.077,-0.089,-0.064,0.916,-1.465,-0.549
1.067,-0.088,-0.058,0.427,-2.441,1.404
1.05,-0.072,-0.05,1.648,-1.221,2.563
1.034,-0.061,-0.062,3.174,1.526,2.319
1.015,-0.07,-0.086,3.906,3.418,2.747
1.006,-0.074,-0.103,3.235,3.357,3.235
1.003,-0.082,-0.114,2.441,1.831,3.296
0.988,-0.076,-0.121,2.686,0.671,3.052
0.976,-0.072,-0.121,3.906,0.61,2.014
0.949,-0.059,-0.102,5.127,-0.305,1.648
0.935,-0.052,-0.076,5.737,-1.221,1.16
0.939,-0.059,-0.063,5.31,-1.099,-0.244
0.943,-0.071,-0.071,4.578,-0.671,-1.099
0.948,-0.075,-0.072,4.089,-0.793,-1.343
0.959,-0.093,-0.077,3.479,-1.526,-1.16
0.967,-0.101,-0.08,2.686,-1.953,-0.671
0.966,-0.097,-0.081,3.052,-1.648,-0.305
0.968,-0.095,-0.075,3.967,-1.221,-0.122
0.965,-0.1,-0.067,4.15,-1.16,0.183
0.96,-0.101,-0.065,4.028,-1.099,0.671
0.959,-0.104,-0.06,4.517,-0.549,1.221
0.946,-0.093,-0.057,5.371,0.061,1.77
0.938,-0.082,-0.058,6.165,0.549,1.221
0.931,-0.078,-0.042,5.676,0.061,0.305
0.919,-0.052,-0.024,4.761,-0.488,0.488
0.925,-0.054,-0.011,3.479,-0.671,-0.244
0.938,-0.066,-0.012,2.625,0,-1.587
0.96,-0.08,-0.032,2.502,0.549,-2.625
0.98,-0.098,-0.04,2.686,0.732,-3.052
,,,,,
1.046,-1.667,-0.65,-185.547,20.569,-95.032
1.192,-1.685,-0.857,-185.242,4.7,-77.393
1.325,-1.693,-1.005,-168.579,5.249,-67.017
1.349,-1.575,-1.106,-140.381,17.822,-55.969
1.29,-1.425,-1.25,-105.164,32.532,-44.25
1.23,-1.314,-1.317,-78.735,37.292,-33.813
1.115,-1.111,-1.315,-61.279,31.616,-21.912
0.976,-0.83,-1.25,-42.603,22.278,-8.667
0.91,-0.623,-1.132,-24.231,12.268,-1.892
0.905,-0.493,-1.03,-12.817,3.296,2.197
0.893,-0.391,-0.925,-6.897,-3.662,6.531
0.876,-0.294,-0.776,-2.869,-10.376,7.812
0.901,-0.211,-0.635,2.686,-16.357,7.812
0.937,-0.148,-0.496,5.554,-20.569,7.202
0.959,-0.107,-0.379,4.028,-20.874,6.287
0.965,-0.072,-0.312,1.892,-16.235,4.395
0.963,-0.062,-0.29,1.526,-9.033,1.709
0.979,-0.078,-0.29,3.174,-3.113,-2.441
1.003,-0.12,-0.287,4.028,-1.16,-4.944
1.026,-0.146,-0.268,3.906,-2.563,-4.395
1.047,-0.166,-0.226,3.418,-5.859,-2.808
1.073,-0.181,-0.18,3.723,-7.996,-1.709
1.066,-0.148,-0.134,5.554,-6.104,-0.427
1.059,-0.131,-0.106,9.827,-1.648,-0.671
1.071,-0.151,-0.091,13.489,1.343,-1.953
1.082,-0.153,-0.069,13.855,0.916,-1.404
1.094,-0.144,-0.035,11.719,-1.404,0.549
1.119,-0.146,0.01,10.071,-2.258,1.648
1.139,-0.152,0.044,9.277,-1.282,1.892
1.135,-0.144,0.067,8.789,1.465,2.38
1.115,-0.119,0.069,8.179,4.7,3.235
1.103,-0.132,0.044,7.996,7.324,3.235
1.088,-0.151,0.013,7.996,8.301,2.991
1.076,-0.16,-0.009,9.338,7.874,3.357
1.082,-0.171,-0.005,11.047,6.165,4.15
1.085,-0.185,0,11.658,5.249,5.737
1.082,-0.194,0.005,11.292,5.31,7.446
1.078,-0.193,0.004,12.207,5.92,8.24
1.057,-0.177,0.002,12.878,6.714,8.24
1.049,-0.169,0.01,12.39,5.981,8.728
1.048,-0.174,0.025,10.925,3.235,9.521
1.052,-0.188,0.043,9.216,0.061,10.681
1.04,-0.172,0.067,8.24,-1.526,11.719
1.022,-0.148,0.08,8.911,-0.427,11.292
1.01,-0.146,0.098,9.888,0.916,9.705
1,-0.137,0.119,8.484,0.732,9.216
0.97,-0.113,0.143,6.042,-0.427,9.583
0.951,-0.099,0.15,4.272,-1.648,9.094
0.943,-0.095,0.149,3.235,-2.197,7.019
0.94,-0.095,0.148,2.869,-2.136,4.578
0.953,-0.11,0.138,1.343,-2.136,2.991
0.962,-0.12,0.119,-1.099,-1.892,2.136
0.968,-0.129,0.096,-2.808,-1.831,2.197
0.974,-0.145,0.075,-4.089,-2.136,2.869
0.983,-0.16,0.048,-4.578,-2.075,2.93
0.985,-0.164,0.029,-4.578,-1.404,2.38
0.991,-0.161,0.003,-4.272,-0.427,2.319
0.993,-0.168,-0.014,-3.784,-0.244,2.808
0.989,-0.161,-0.034,-3.601,0.061,3.601
0.983,-0.15,-0.048,-2.747,0.977,3.967
0.972,-0.145,-0.056,-1.587,2.869,3.601
0.96,-0.132,-0.068,-0.549,4.456,3.357
0.956,-0.132,-0.078,-0.366,4.761,3.235
0.952,-0.131,-0.089,-0.916,3.662,3.113
0.948,-0.135,-0.097,-1.404,2.197,2.869
0.941,-0.144,-0.102,-1.16,1.16,2.38
0.938,-0.155,-0.111,-0.244,0.427,1.892
0.94,-0.158,-0.118,1.404,-0.122,1.648
0.945,-0.158,-0.112,2.625,-0.916,1.892
0.943,-0.153,-0.102,2.502,-1.465,2.808
0.939,-0.145,-0.092,2.258,-1.77,3.906
0.923,-0.135,-0.077,2.502,-1.465,3.784
0.917,-0.131,-0.064,4.089,-0.427,1.892
0.916,-0.128,-0.057,6.165,0,0.549
0.912,-0.12,-0.05,6.409,-0.488,-0.061
0.922,-0.131,-0.036,5.981,-1.953,-0.366
0.929,-0.128,-0.014,5.188,-3.723,0.122
0.937,-0.133,0.001,4.7,-3.662,-0.183
0.947,-0.133,0.011,4.639,-2.808,-0.488
0.942,-0.132,0.021,4.211,-2.563,-0.977
0.947,-0.135,0.025,4.089,-2.197,-1.709
0.964,-0.141,0.028,4.028,-1.953,-1.892
0.975,-0.139,0.028,3.113,-1.526,-1.831
0.975,-0.139,0.026,2.136,-0.366,-2.075
0.982,-0.142,0.018,2.014,0.854,-2.441
0.982,-0.136,0.013,2.136,1.404,-2.502
0.966,-0.123,0.014,2.441,2.014,-2.441
0.967,-0.124,0.008,3.174,1.648,-3.357
0.98,-0.137,0,3.113,0.183,-4.333
1.001,-0.156,0.002,1.526,-1.831,-4.395
1.019,-0.165,0.008,0.793,-3.662,-3.235
1.03,-0.169,0.013,0.916,-5.432,-1.892
1.037,-0.174,0.024,1.282,-6.104,-1.465
1.041,-0.17,0.03,1.77,-5.432,-1.587
1.044,-0.163,0.031,2.563,-4.089,-1.465
1.037,-0.16,0.035,2.686,-2.747,-1.038
1.029,-0.155,0.03,2.136,-1.648,-0.854
1.025,-0.156,0.026,1.953,-0.732,-0.854
1.021,-0.155,0.023,1.892,0.671,-0.488
1.018,-0.158,0.011,1.77,1.648,0.305
1.012,-0.164,-0.001,1.099,1.709,0.732
1.001,-0.158,-0.012,1.404,1.892,0.793
0.986,-0.147,-0.007,2.502,1.587,0.977
0.973,-0.13,0.005,3.113,0.61,1.16
0.965,-0.121,0.009,2.441,0.061,1.404
0.961,-0.13,0.009,0.793,-0.671,1.221
0.96,-0.134,0.011,-0.732,-1.709,1.587
0.968,-0.138,0.01,-1.648,-2.319,2.075
0.969,-0.143,0.004,-2.441,-2.258,1.587
0.963,-0.148,0.002,-2.136,-1.953,0.61
0.964,-0.149,0.003,-1.587,-1.892,0.244
0.976,-0.163,0.012,-1.648,-2.136,0.793
0.972,-0.165,0.016,-2.075,-1.953,1.587
0.966,-0.16,0.022,-1.221,-1.038,1.16
0.97,-0.163,0.02,0.122,0.488,0.305
0.975,-0.174,0.015,-0.183,1.099,0.427
0.963,-0.176,0.002,-1.16,0.977,1.038
0.956,-0.177,0.001,-1.099,0.916,0.061
0.958,-0.179,0.002,-0.366,0.977,-0.854
,,,,,
1.406,-1.989,-1.07,-211.548,-26.367,-94.177
1.724,-2.278,-1.376,-183.35,-16.663,-86.914
1.852,-2.293,-1.581,-139.893,-0.488,-69.946
1.783,-2.036,-1.678,-86.365,13.062,-47.18
1.559,-1.62,-1.662,-32.471,16.968,-21.667
1.273,-1.17,-1.49,5.31,9.521,0.732
1.02,-0.752,-1.277,23.254,-3.906,17.639
0.83,-0.437,-1.046,28.87,-18.433,27.893
0.66,-0.188,-0.797,28.931,-28.87,31.738
0.562,0,-0.569,30.945,-32.837,29.907
0.533,0.092,-0.369,31.616,-32.41,22.766
0.562,0.124,-0.223,28.931,-30.396,12.878
0.629,0.096,-0.13,22.827,-28.259,5.249
0.706,0.066,-0.097,15.32,-27.161,1.221
0.776,0.022,-0.085,7.629,-26.489,-1.282
0.848,-0.026,-0.056,2.014,-25.818,-4.089
0.948,-0.095,-0.02,-0.427,-24.414,-6.104
1.036,-0.154,0.012,-1.526,-21.362,-5.676
1.09,-0.191,0.036,-2.075,-16.663,-4.578
1.114,-0.217,0.056,-2.136,-9.888,-4.7
1.138,-0.221,0.057,-0.854,-2.319,-3.906
1.144,-0.222,0.036,1.404,5.066,-3.052
1.155,-0.237,0.012,2.075,10.132,-3.174
1.152,-0.238,-0.006,2.502,12.451,-1.77
1.146,-0.229,-0.018,4.089,13.306,0.793
1.153,-0.223,-0.029,5.798,13.672,3.296
1.158,-0.21,-0.039,7.446,14.16,5.615
1.147,-0.189,-0.041,9.033,15.625,7.019
1.117,-0.153,-0.036,10.742,17.029,7.69
1.098,-0.136,-0.026,12.39,16.846,8.606
1.066,-0.109,-0.014,11.963,15.137,9.949
1.035,-0.087,-0.006,10.376,13,10.498
1.024,-0.08,-0.001,8.728,10.559,9.521
1.03,-0.096,0.005,6.836,7.874,8.911
1.037,-0.113,0.006,4.578,5.676,9.338
1.045,-0.142,-0.008,2.319,4.7,9.521
1.05,-0.158,-0.007,2.075,3.967,8.972
1.048,-0.154,0.002,3.662,3.418,9.338
1.048,-0.161,0.018,5.188,3.113,9.949
1.035,-0.168,0.021,5.249,2.136,10.376
1.007,-0.14,0.026,5.31,0.793,11.414
0.987,-0.107,0.052,6.287,0.183,10.986
0.969,-0.088,0.072,7.019,0.977,9.399
0.956,-0.091,0.075,6.226,2.686,7.69
0.947,-0.099,0.062,4.578,4.211,6.287
0.95,-0.118,0.036,2.747,4.517,4.883
0.956,-0.135,0.013,1.77,3.601,4.028
0.958,-0.145,-0.004,0.854,1.404,4.395
0.95,-0.136,-0.009,0.854,-1.282,4.822
0.945,-0.116,-0.007,1.465,-3.662,5.188
0.937,-0.099,-0.001,1.465,-5.798,5.31
0.937,-0.102,0.006,0.305,-7.874,4.333
0.939,-0.111,0.017,-1.221,-8.667,3.296
0.952,-0.116,0.02,-2.197,-8.118,3.235
0.954,-0.11,0.015,-2.014,-5.92,2.991
0.955,-0.107,0.007,-1.282,-3.906,2.319
0.958,-0.12,-0.01,-1.465,-3.296,1.648
0.949,-0.139,-0.016,-1.831,-3.418,1.953
0.94,-0.119,-0.019,-0.916,-3.784,3.052
0.941,-0.1,-0.019,0.305,-3.845,3.418
0.942,-0.105,-0.023,0.488,-3.418,2.747
0.944,-0.121,-0.032,-0.244,-2.869,2.197
0.962,-0.137,-0.036,-1.221,-2.38,1.831
0.964,-0.132,-0.042,-1.648,-1.282,1.831
0.957,-0.115,-0.048,-0.977,0.854,1.709
0.952,-0.119,-0.051,0.244,2.258,1.16
0.95,-0.13,-0.06,-0.244,2.502,0.854
0.932,-0.128,-0.062,-0.793,2.747,0.366
0.928,-0.115,-0.062,0.793,3.357,-0.793
0.946,-0.123,-0.06,3.235,3.601,-2.014
0.954,-0.139,-0.064,3.601,2.93,-2.441
0.954,-0.142,-0.061,2.991,1.404,-2.502
0.962,-0.142,-0.042,2.991,0.061,-2.747
0.964,-0.132,-0.033,3.357,-0.061,-3.174
0.966,-0.125,-0.027,4.089,0.122,-3.479
0.969,-0.135,-0.019,3.235,-0.183,-3.845
0.964,-0.137,-0.012,1.892,-0.854,-3.723
0.963,-0.132,-0.006,1.587,-1.526,-3.296
0.96,-0.121,0,2.441,-1.77,-2.808
0.964,-0.113,0.013,3.723,-1.343,-2.502
0.976,-0.117,0.012,3.723,-0.916,-2.136
0.983,-0.124,0.001,2.93,-0.427,-1.77
0.99,-0.127,-0.006,2.991,-0.183,-1.709
0.997,-0.133,-0.011,3.54,-0.549,-1.709
1.002,-0.128,-0.005,3.052,-1.221,-1.343
1.002,-0.118,-0.001,2.258,-1.465,-0.854
1.01,-0.125,-0.001,2.686,-1.099,-1.404
1.02,-0.136,-0.008,2.869,-0.122,-1.892
1.011,-0.136,-0.007,2.258,0.183,-1.648
1.004,-0.119,-0.003,2.319,-0.183,-1.404
1.005,-0.115,0.002,2.93,-0.244,-1.526
1.006,-0.119,0.001,2.502,-0.244,-1.526
1.012,-0.136,-0.004,1.648,0,-1.465
1.008,-0.132,-0.005,1.77,0.732,-0.61
0.997,-0.109,-0.004,2.747,1.343,0.427
0.994,-0.107,-0.001,3.052,1.404,0.488
0.988,-0.114,-0.005,1.892,1.099,0.122
0.982,-0.122,-0.011,1.16,0.854,0
0.984,-0.127,-0.015,1.404,0.427,-0.244
0.993,-0.119,-0.014,1.587,-0.061,-0.549
0.997,-0.139,-0.014,1.465,0.305,-0.427
0.99,-0.139,-0.015,1.099,1.465,-0.183
0.979,-0.13,-0.02,1.831,2.38,-0.122
0.965,-0.12,-0.018,2.686,3.052,-0.122
0.955,-0.117,-0.018,2.075,2.625,-0.366
0.951,-0.128,-0.016,1.221,1.77,-0.854
0.948,-0.121,-0.014,1.16,0.793,-0.854
0.943,-0.113,-0.004,1.831,-0.061,-0.916
0.953,-0.121,0.007,1.831,-1.099,-1.221
0.965,-0.127,0.006,0.488,-1.404,-1.221
0.976,-0.144,-0.003,-0.244,-0.854,-1.16
0.99,-0.161,-0.016,-0.061,0.305,-1.587
0.993,-0.165,-0.022,1.099,1.648,-1.953
0.99,-0.157,-0.023,2.686,2.991,-1.953
0.983,-0.154,-0.024,3.54,3.662,-1.587
0.978,-0.163,-0.028,3.54,3.296,-1.282
0.968,-0.15,-0.026,3.845,3.174,-1.343
0.967,-0.147,-0.016,5.005,3.906,-1.77
0.949,-0.131,-0.004,5.981,4.822,-2.258
,,,,,
1.031,-1.537,-0.418,-130.371,4.272,-47.546
1.128,-1.636,-0.542,-122.864,2.991,-35.4
1.166,-1.64,-0.645,-105.286,6.287,-26.489
1.155,-1.547,-0.723,-80.627,10.193,-19.836
1.115,-1.406,-0.789,-55.359,11.23,-13.672
1.052,-1.263,-0.789,-37.354,8.423,-6.531
0.984,-1.09,-0.754,-26.306,0.732,1.587
0.949,-0.941,-0.687,-15.808,-8.728,9.888
0.893,-0.764,-0.581,-4.333,-14.038,16.541
0.839,-0.573,-0.494,6.836,-12.878,19.348
0.811,-0.442,-0.423,14.893,-9.155,17.456
